symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume,TP,20sma,MD,CCI
CVS,2018-04-13,62.474000,63.429400,False,61.720500,63.262000,reg,5825185,62.5413,61.95839999999997,1.1048363333333402,35.17263039563489
CVS,2018-04-16,65.103800,67.881300,False,62.296700,62.818700,reg,19008386,65.09393333333333,61.98055999999998,1.1048363333333402,187.86332053002863
CVS,2018-04-17,66.098500,66.364500,False,64.256700,65.901600,reg,11059105,65.57323333333333,62.15193499999998,1.1048363333333402,206.44374978817876
CVS,2018-04-18,65.606100,66.886500,False,65.551900,66.059100,reg,6047881,66.01483333333333,62.332669999999986,1.1048363333333402,222.18454276837502
CVS,2018-04-19,64.867400,65.829000,False,64.138500,65.645500,reg,6371757,64.94496666666666,62.50207999999999,1.1048363333333402,147.40564389275465
CVS,2018-04-20,64.629200,65.790400,False,64.202400,65.165100,reg,6169571,64.87400000000001,62.69060499999999,1.1048363333333402,131.7477188929042
CVS,2018-04-23,65.185000,65.433100,False,64.460500,65.016300,reg,6282832,65.0262,62.952719999999985,1.1048363333333402,125.11536399508977
CVS,2018-04-24,66.098000,66.743100,False,65.264400,65.363600,reg,10204482,66.03516666666665,63.22403999999999,1.1048363333333402,169.62552623430193
CVS,2018-04-25,67.219500,67.576800,False,65.681200,65.750700,reg,7379252,66.82583333333334,63.60067999999999,1.1048363333333402,194.60821094969577
CVS,2018-04-26,68.172300,68.852100,False,67.189700,67.249300,reg,10664487,68.07136666666668,63.921049999999994,1.1048363333333402,250.4332718159255
CVS,2018-04-27,69.422800,70.544300,False,68.092900,68.301300,reg,7486507,69.35333333333334,64.32856999999998,1.1048363333333402,303.19805034973945
CVS,2018-04-30,69.303700,70.097700,False,68.480000,69.611400,reg,18378810,69.29380000000002,64.78775499999999,1.1048363333333402,271.8981906520695
CVS,2018-05-01,67.487500,69.224300,False,67.487500,68.708200,reg,9569901,68.06643333333334,65.08028999999999,1.1048363333333402,180.18616533147605
CVS,2018-05-02,65.443000,66.991300,False,65.016300,66.485100,reg,14322464,65.81686666666667,65.18687999999999,1.1048363333333402,38.0138757605834
CVS,2018-05-03,61.800700,65.333800,False,61.780800,65.284200,reg,17123411,62.97176666666667,65.09263999999999,1.1048363333333402,-127.97511386050292
CVS,2018-05-04,62.624400,62.912200,False,60.847900,61.572400,reg,12251756,62.128166666666665,65.10261999999997,1.1048363333333402,-179.48078181916475
