symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume,TP,20sma,MD,CCI
CVS,2018-05-07,61.284600,62.773300,False,60.927300,62.644300,reg,11944929,61.66173333333333,65.04905999999997,1.1048363333333402,-204.39387352193748
CVS,2018-05-08,60.252400,61.532700,False,59.865400,61.532700,reg,10412779,60.55016666666666,64.91138499999997,1.1048363333333402,-263.15923917136917
CVS,2018-05-09,60.748700,61.890000,False,60.187900,60.431100,reg,9062316,60.94219999999999,64.84284999999997,1.1048363333333402,-235.36819480652812
CVS,2018-05-10,61.969400,63.140500,False,61.096000,61.235000,reg,10115823,62.06863333333334,64.78954999999998,1.1048363333333402,-164.1821860593302
CVS,2018-05-11,63.924500,65.115500,False,60.441000,62.237400,reg,15335101,63.160333333333334,64.86207499999998,1.1048363333333402,-102.68438955312124
CVS,2018-05-14,66.316400,66.564500,False,64.093300,64.123000,reg,12415128,65.65806666666667,64.92270499999998,1.1048363333333402,44.372283597159424
CVS,2018-05-15,65.343800,66.316400,False,64.986500,65.978900,reg,6510081,65.5489,64.88496999999998,1.1048363333333402,40.062042371887834
CVS,2018-05-16,65.631600,65.949200,False,65.095700,65.601800,reg,5965289,65.55883333333334,64.88624499999997,1.1048363333333402,40.58449280622629
CVS,2018-05-17,65.264400,65.800300,False,65.026200,65.562100,reg,6605170,65.36363333333333,64.90609499999997,1.1048363333333402,27.608211854809124
CVS,2018-05-18,64.430700,65.591900,False,64.103200,65.482700,reg,4734498,64.7086,64.89616999999997,1.1048363333333402,-11.318116801008188
CVS,2018-05-21,65.006300,65.175000,False,64.252100,64.609300,reg,4958876,64.81113333333333,64.88723499999998,1.1048363333333402,-4.592032585619439
CVS,2018-05-22,65.125400,66.088100,False,64.926900,65.194900,reg,4183644,65.38013333333333,64.83860499999997,1.1048363333333402,32.676232487729386
CVS,2018-05-23,65.075800,65.323900,False,64.371200,64.887200,reg,5965411,64.92363333333333,64.73141999999999,1.1048363333333402,11.5982990743631
CVS,2018-05-24,64.629200,65.155200,False,63.855100,65.036100,reg,4706837,64.5465,64.55426499999999,1.1048363333333402,-0.4685460199379142
CVS,2018-05-25,65.532300,66.028600,False,64.450600,64.629200,reg,5559789,65.33716666666668,64.35973999999999,1.1048363333333402,58.978670244472504
CVS,2018-05-29,64.311600,65.482700,False,64.113100,64.956700,reg,8247973,64.6358,64.11013499999999,1.1048363333333402,31.719026860389555
CVS,2018-05-30,65.492600,65.532300,False,64.271900,64.569600,reg,6522896,65.09893333333333,64.01039,1.1048363333333402,65.68353462508789
CVS,2018-05-31,62.912200,65.363600,False,62.882500,65.343800,reg,13403069,63.719433333333335,63.883849999999995,1.1048363333333402,-9.921027015866281
CVS,2018-06-01,63.587100,63.726100,False,62.961900,63.368800,reg,5503040,63.42503333333334,63.973169999999996,1.1048363333333402,-33.074984359170784
CVS,2018-06-04,63.616900,64.038700,False,63.160300,63.597000,reg,11423821,63.6053,64.022795,1.1048363333333402,-25.1919665929403
CVS,2018-06-05,62.852700,63.835200,False,62.187700,63.438200,reg,8008779,62.95853333333333,64.10119999999999,1.1048363333333402,-68.94937782137
CVS,2018-06-06,64.589500,64.624200,False,62.872500,63.190100,reg,6529353,64.02873333333334,64.31805499999999,1.1048363333333402,-17.457889941867712
CVS,2018-06-07,64.529900,65.155200,False,64.162700,64.629200,reg,5814327,64.61593333333333,64.50711499999998,1.1048363333333402,6.56618119506361
CVS,2018-06-08,65.532300,65.572000,False,64.520000,64.778100,reg,5473752,65.2081,64.68526,1.1048363333333402,31.54856420664412
CVS,2018-06-11,66.435500,67.219500,False,65.294100,65.601800,reg,8261838,66.31636666666667,64.81080999999999,1.1048363333333402,90.8464370841454
CVS,2018-06-12,65.849900,66.832500,False,64.954100,66.614100,reg,9914994,65.87883333333333,64.78748499999999,1.1048363333333402,65.8527904635852
CVS,2018-06-13,67.894400,69.105200,False,66.782800,67.487500,reg,13830700,67.92746666666666,64.91501499999998,1.1048363333333402,181.773630221952
CVS,2018-06-14,68.599000,68.956300,False,67.586700,68.182200,reg,8630891,68.38066666666667,65.06338499999998,1.1048363333333402,200.16730482051292
CVS,2018-06-15,69.561700,69.720500,False,68.321200,68.420400,reg,13025161,69.20113333333333,65.27824999999999,1.1048363333333402,236.7097710902774
CVS,2018-06-18,67.229400,68.956300,False,67.120300,68.757800,reg,7482783,67.76866666666666,65.41818499999997,1.1048363333333402,141.8298557443459
CVS,2018-06-19,70.236600,70.792400,False,66.991300,67.209600,reg,11019605,69.34009999999999,65.67969999999997,1.1048363333333402,220.87132664295083
CVS,2018-06-20,71.060400,71.586400,False,69.264000,70.067900,reg,9279290,70.63693333333333,65.97644999999997,1.1048363333333402,281.21711742724676
CVS,2018-06-21,70.544300,72.370400,False,70.276300,71.387900,reg,6157480,71.06366666666668,66.24987499999997,1.1048363333333402,290.4678591409269
CVS,2018-06-22,71.636000,72.082600,False,70.504600,71.050400,reg,9112409,71.40773333333333,66.60021499999996,1.1048363333333402,290.0893214248827
CVS,2018-06-25,70.891600,71.675700,False,69.869400,71.149700,reg,6735037,70.81223333333332,66.86817999999997,1.1048363333333402,237.98718503002004
CVS,2018-06-26,69.283800,71.209200,False,68.996000,70.961100,reg,6579721,69.82966666666665,67.11678999999995,1.1048363333333402,163.69704632973904
CVS,2018-06-27,69.522000,69.894200,False,68.718100,69.244100,reg,6376350,69.3781,67.31825999999995,1.1048363333333402,124.29231599612723
CVS,2018-06-28,65.284200,65.830100,False,62.564900,63.706200,reg,26157371,64.55973333333334,67.43685999999995,1.1048363333333402,-173.60801655186904
CVS,2018-06-29,63.865000,65.492600,False,63.855100,65.383500,reg,10711290,64.40423333333332,67.45075499999996,1.1048363333333402,-183.82943999648916
CVS,2018-07-02,64.678800,64.797900,False,63.229800,63.458100,reg,7449431,64.2355,67.50384999999996,1.1048363333333402,-197.2147307489547
CVS,2018-07-03,64.013900,64.907100,False,63.795500,64.907100,reg,3242911,64.23883333333333,67.56190999999995,1.1048363333333402,-200.51697953854415
CVS,2018-07-05,64.599400,64.897200,False,63.954300,64.609300,reg,6678758,64.48363333333333,67.56240499999996,1.1048363333333402,-185.7754295834832
CVS,2018-07-06,65.978900,66.227100,False,64.192500,64.470400,reg,7064773,65.46616666666667,67.63485499999996,1.1048363333333402,-130.86030741405617
CVS,2018-07-09,67.130200,68.172300,False,66.653800,66.911900,reg,8026466,67.31876666666666,67.71474999999995,1.1048363333333402,-23.893936226046666
CVS,2018-07-10,67.725700,68.251700,False,67.199700,67.884500,reg,6329800,67.7257,67.77925999999995,1.1048363333333402,-3.231851233467601
CVS,2018-07-11,66.792800,67.427900,False,66.306500,67.427900,reg,5926800,66.8424,67.82640499999995,1.1048363333333402,-59.37561189304042
CVS,2018-07-12,67.477600,69.809900,False,66.663700,67.427900,reg,14054061,67.98373333333333,67.80556499999996,1.1048363333333402,10.750813066633608
CVS,2018-07-13,68.112700,69.025800,False,67.477600,67.477600,reg,5475686,68.20536666666668,67.78124999999996,1.1048363333333402,25.59152300788546
CVS,2018-07-16,67.725700,68.266100,False,67.596700,68.152400,reg,4594129,67.86283333333334,67.68944999999995,1.1048363333333402,10.462082518610718
CVS,2018-07-17,67.427900,67.785200,False,66.852300,67.725700,reg,5312622,67.35513333333334,67.69937499999995,1.1048363333333402,-20.771804612182542
CVS,2018-07-18,67.388200,67.843800,False,67.050800,67.338600,reg,5129510,67.4276,67.55695499999996,1.1048363333333402,-7.805379318623691
CVS,2018-07-19,65.641500,67.239400,False,64.275000,67.050800,reg,9621420,65.71863333333333,67.28600999999995,1.1048363333333402,-94.57670301493275
CVS,2018-07-20,64.768100,65.482700,False,64.564700,65.254400,reg,6312382,64.93849999999999,66.99719999999995,1.1048363333333402,-124.22352752700002
CVS,2018-07-23,65.840000,66.068300,False,64.837600,64.857500,reg,5456913,65.58196666666667,66.70739999999995,1.1048363333333402,-67.90950534955674
CVS,2018-07-24,65.580000,66.210000,False,65.310000,65.810000,reg,6764625,65.7,66.44181999999995,1.1048363333333402,-44.76198435424027
CVS,2018-07-25,65.990000,66.000000,False,65.140000,65.300000,reg,4574388,65.71,66.27712999999996,1.1048363333333402,-34.22105657278105
CVS,2018-07-26,66.340000,66.735000,False,66.160000,66.240000,reg,4579277,66.41166666666666,66.11802999999995,1.1048363333333402,17.71826033157323
CVS,2018-07-27,66.670000,67.050000,False,65.930000,65.960000,reg,4540742,66.55,66.18731999999996,1.1048363333333402,21.884387702675593
CVS,2018-07-30,67.430000,67.590000,False,66.600000,66.650000,reg,4669549,67.20666666666666,66.36556999999996,1.1048363333333402,50.75241410819495
CVS,2018-07-31,64.860000,67.659000,False,64.850000,67.460000,reg,9351362,65.78966666666666,66.37462999999995,1.1048363333333402,-35.297133502023264
CVS,2018-08-01,64.090000,65.490000,False,63.720000,65.000000,reg,9565891,64.43333333333332,66.37843499999995,1.1048363333333402,-117.36891748772555
CVS,2018-08-02,63.780000,64.185000,False,63.230000,63.770000,reg,6806138,63.73166666666666,66.33746499999995,1.1048363333333402,-157.2358580612256
CVS,2018-08-03,64.890000,65.240000,False,63.740000,63.910000,reg,4805504,64.62333333333333,66.28301999999995,1.1048363333333402,-100.14675879091628
